university,program,decision,term,citizenship,gpa_raw,gre_total,institution_clean
Northeastern University,Computer Science Masters,Accepted,F19,International,3.42,167.0,northeastern university
North Carolina State University,Computer Science Masters,Accepted,F17,International,3.52,170.0,north carolina state university
Arizona State University,Computer Science Masters,Accepted,F20,International,3.6,170.0,arizona state university
Clemson University,Computer Science Masters,Accepted,F15,International,3.75,170.0,clemson university
University of California,Computer Science Masters,Accepted,F19,International,4.0,160.0,university of california
Columbia University,Computer Science Masters,Accepted,F17,International,3.6,169.0,columbia university
Carnegie Mellon University,Computer Science Masters,Accepted,F15,International,3.6,165.0,carnegie mellon university
University of Waterloo,Computer Science Masters,Accepted,F17,International,3.92,165.0,university of waterloo
"University of California, Irvine",Computer Science Masters,Accepted,F19,International,3.4,166.0,university of california irvine
"University Of Michigan, Ann Abor",Computer Science and Engineering Masters,Accepted,F17,International,3.79,166.0,university of michigan ann abor
University of North Carolina at Charlotte,Computer Science Masters,Accepted,S16,International,3.4,165.0,university of north carolina at charlotte
University of California,Computer Science Masters,Accepted,F19,American,3.84,170.0,university of california
University of Colorado Boulder,Computer Science Masters,Accepted,F15,International,3.7,165.0,university of colorado boulder
Rutgers University,Computer Science Masters,Accepted,F15,International,3.0,165.0,rutgers university
Ohio State University-Main Campus,Computer Science Masters,Accepted,F17,International,3.6,168.0,ohio state universitymain campus
University of Southern California,Computer Science (Computer Security) Masters,Accepted,F16,American,3.86,161.0,university of southern california
University of Southern California,Computer Science - Intelligent Robotics Masters,Accepted,F18,American,3.76,168.0,university of southern california
Davis College,Computer Science Masters,Accepted,F15,International,3.4,160.0,davis college
Syracuse University,Computer Science Masters,Accepted,F15,International,3.4,166.0,syracuse university
University of Southern California,Computer Science Masters,Accepted,F15,American,3.68,165.0,university of southern california
University of Illinois Chicago (UIC),Computer Science Masters,Accepted,F19,International,3.64,164.0,university of illinois chicago uic
The University of British Columbia,Computer Science Masters,Accepted,F19,International,4.0,168.0,the university of british columbia
Ithaca College,Computer Science M.eng Masters,Accepted,F16,International,3.9,170.0,ithaca college
Ohio University,Computer Science Masters,Accepted,F15,International,3.75,167.0,ohio university
Michigan Technological University,Computer Science Masters,Accepted,F15,International,3.14,165.0,michigan technological university
University of Science and Arts of Oklahoma,Computer Science Masters,Accepted,F15,International,3.4,167.0,university of science and arts of oklahoma
KAUST,Computer Science Masters,Accepted,F15,International,4.0,165.0,kaust
Purdue University,Computer Science Masters,Accepted,F19,International,3.92,170.0,purdue university
Arizona State University,Computer Science Masters,Accepted,F20,International,3.18,169.0,arizona state university
University of Chicago,Computer Science Masters,Accepted,F20,American,3.55,158.0,university of chicago
ีUniversity Of Southern California (USC) - Viterbi School Of Engineering,Computer Science Masters,Accepted,F18,American,3.77,161.0,university of southern california usc viterbi school of engineering
Yale University,Computer Science Masters,Accepted,F16,International,3.8,170.0,yale university
GWU,Computer Science Masters,Accepted,F16,International,3.0,163.0,gwu
DePaul University,Computer Science Masters,Accepted,F16,American,3.73,167.0,depaul university
University of Georgia,Computer Science Masters,Accepted,F19,International,3.75,169.0,university of georgia
University of California (UCSB),Computer Science Masters,Accepted,F15,International,3.94,168.0,university of california ucsb
University of Southern California,Computer Science Masters,Accepted,F19,International,3.6,166.0,university of southern california
University of Wisconsin,Computer Science Masters,Accepted,F20,American,3.86,167.0,university of wisconsin
Columbia College,Computer Science Masters,Accepted,F15,International,3.51,168.0,columbia college
Columbia College,Computer Science Masters,Accepted,F18,International,3.64,170.0,columbia college
University of Southern California,Computer Science Masters,Accepted,F15,International,3.8,167.0,university of southern california
Buffalo State University,Computer Science Masters,Accepted,F20,International,3.61,168.0,buffalo state university
Buffalo State University,Computer Science Masters,Accepted,F18,American,3.33,167.0,buffalo state university
Purdue University,Computer Science Masters,Accepted,F19,International,3.5,170.0,purdue university
Cornell University,Computer Science Masters,Accepted,F19,International,3.87,170.0,cornell university
The University of Texas at Arlington,Computer Science Masters,Accepted,F19,International,3.5,170.0,the university of texas at arlington
Georgia Institute of Technology,Computer Science Masters,Accepted,F15,International,3.85,167.0,georgia institute of technology
Binghamton University,Computer Science Masters,Accepted,F15,International,3.47,161.0,binghamton university
North Carolina State University,Computer Science Masters,Accepted,F15,International,3.77,167.0,north carolina state university
University of Colorado Boulder,Computer Science Masters,Accepted,F16,International,3.76,166.0,university of colorado boulder
ETH Zurich,Computer Science Masters,Accepted,F15,International,3.9,168.0,eth zurich
University of Utah,Computer Science Masters,Accepted,F16,International,3.7,170.0,university of utah
Penn State University,Computer Science Masters,Accepted,F15,International,3.4,157.0,penn state university
University of Southern California,Computer Science Masters,Accepted,F20,International,3.97,170.0,university of southern california
Stony Brook University,Computer Science Masters,Accepted,F15,International,3.72,166.0,stony brook university
Duke University,Computer Science Masters,Accepted,F19,International,3.6,169.0,duke university
Boston University,Computer Science Masters,Accepted,F15,International,3.3,166.0,boston university
California State University,Computer Science Masters,Accepted,F18,American,3.8,162.0,california state university
"University of California, Irvine",Computer Science Masters,Accepted,F15,International,3.74,166.0,university of california irvine
Stony Brook University,Computer Science Masters,Accepted,F19,International,3.46,166.0,stony brook university
University of California,Computer Science Masters,Accepted,F15,International,3.86,170.0,university of california
NC State University,Computer Science Masters,Accepted,F16,International,3.4,166.0,nc state university
Carnegie Mellon University,Computer Science (MSCV) Masters,Accepted,F20,International,3.38,169.0,carnegie mellon university
Buffalo State University,Computer Science Masters,Accepted,F15,International,3.6,164.0,buffalo state university
"University of California, Irvine",Computer Science Masters,Accepted,F17,International,3.79,170.0,university of california irvine
Arizona State University,Computer Science Masters,Accepted,F15,International,3.77,167.0,arizona state university
University of Southern California,Computer Science (Scientists And Engineers) Masters,Accepted,F17,American,3.3,158.0,university of southern california
University of Southern California,Computer Science Masters,Accepted,F18,International,3.73,169.0,university of southern california
Ecole Polytechnique Federale De Lausanne (EPFL),Computer Science Masters,Accepted,F19,International,3.89,170.0,ecole polytechnique federale de lausanne epfl
University of Southern California,Computer Science Masters,Accepted,F20,International,3.7,170.0,university of southern california
George Washington University,Computer Science Masters,Accepted,F17,International,3.43,155.0,george washington university
"Courant Institute, New York Univesity (NYU)",Computer Science Masters,Accepted,Spring 2019,International,3.3,165.0,courant institute new york univesity nyu
ETH Zurich,Computer Science Masters,Accepted,F15,International,3.9,170.0,eth zurich
Rochester Institute of Technology,Computer Science Masters,Accepted,F20,International,3.5,161.0,rochester institute of technology
"University at Buffalo, State University of New York",Computer Science and Engineering Masters,Accepted,F19,International,3.7,160.0,university at buffalo state university of new york
TAMU,Computer Science Masters,Accepted,F15,International,3.94,168.0,tamu
University of Illinois Urbana-Champaign,Computer Science Masters,Accepted,F15,International,3.68,164.0,university of illinois urbanachampaign
University of South Dakota,Computer Science Masters,Accepted,F15,International,3.46,155.0,university of south dakota
Stony Brook University,Computer Science Masters,Accepted,S15,International,3.45,166.0,stony brook university
University of Wisconsin,Computer Science Masters,Accepted,F15,International,3.72,168.0,university of wisconsin
