university,program,decision,term,citizenship,gpa_raw,gre_total
University Of Calgary,Computer Science Masters,Accepted,F11,International,3.55,750.0
Washington University in St. Louis (WashU/WUSTL),Computer Science Masters,Accepted,F11,International,3.12,800.0
The Ohio State University (OSU),Computer Science & Engineering (CSE) Masters,Accepted,F11,International,3.5,800.0
Michigan State University (MSU),Computer Science Masters,Accepted,F11,International,3.97,400.0
Northeastern University (NEU),Computer Science Masters,Accepted,F11,International,3.26,800.0
McGill University,Computer Science Masters,Accepted,F11,International,3.8,800.0
New York University (NYU),Computer Science Masters,Accepted,F11,International,3.7,780.0
New York Univerity,Computer Science Masters,Accepted,F11,International,3.12,550.0
Northeastern University,Computer Science Masters,Accepted,F11,International,3.12,740.0
University Of Illinois At Chicago,Computer Science Masters,Accepted,F11,International,3.97,800.0
University of Copenhagen,Computer Science Masters,Accepted,F11,International,3.2,740.0
Polytechnic Institute-NYU,Computer Science Masters,Accepted,F11,International,3.5,800.0
University Of Alberta,Computer Science Masters,Accepted,F11,International,3.5,760.0
New York University (NYU),Computer Science Masters,Accepted,F11,International,3.1,800.0
University of Florida,Computer Science Masters,Accepted,F11,International,3.1,640.0
Purdue University (west Lafayette),Computer Science Masters,Accepted,F11,International,3.75,750.0
NYU Polytechnic,Computer Science Masters,Accepted,F11,American,3.7,690.0
Johns Hopkins University,Computer Science Masters,Accepted,F11,International,3.0,710.0
Penn State Harrisburg,Computer Science Masters,Accepted,F11,International,3.0,710.0
Johns Hopkins University,"Computer Science, Information Security Institute Masters",Accepted,F11,International,3.1,800.0
Cornell University,Computer Science (CS) Masters,Accepted,F11,International,3.6,800.0
Michigan State University (MSU),Computer Science Masters,Accepted,F11,American,3.5,590.0
Ohio State University (OSU),Computer Science and Engineering Masters,Accepted,F11,International,3.77,770.0
Cornell University,Computer Science (CS) Masters,Accepted,F11,International,3.8,800.0
Ohio State University (OSU),Computer Science Masters,Accepted,F11,International,3.6,800.0
Illinois Institute Of Technology (IIT),Computer Science Masters,Accepted,F11,International,3.0,710.0
Indiana University,Computer Science Masters,Accepted,F11,International,3.5,750.0
Dartmouth College,Computer Science Masters,Accepted,F11,International,3.0,710.0
University of Colorado Boulder,Computer Science Masters,Accepted,F11,International,3.0,710.0
Cornell University,Computer Science Masters,Accepted,F11,American,3.7,750.0
Stanford University,Computer Science Masters,Accepted,F11,American,3.74,800.0
Cornell University,Computer Science Masters,Accepted,F11,American,3.83,770.0
Cornell University,Computer Science Masters,Accepted,F11,American,3.7,780.0
McGill University,Computer Science Masters,Accepted,F11,International,3.2,800.0
T A&M U,Computer Science Masters,Accepted,F11,International,3.5,760.0
University Of Waterloo,Computer Science Masters,Accepted,F11,International,3.52,790.0
"University of California, Irvine",Computer Science (Networked Systems) Masters,Accepted,F11,International,3.1,800.0
University Of Michigan - Ann Arbor (Umich),Computer Science & Engineering (CSE) Masters,Accepted,F11,International,3.9,800.0
New York University (NYU),Computer Science Masters,Accepted,F11,International,3.1,800.0
Northeastern University (NEU),Computer Science (CS) Masters,Accepted,F11,International,3.2,800.0
Texas A&M University (TAMU) - College Station,Computer Science Masters,Accepted,F11,American,3.77,680.0
Texas A&M University,Computer Science Masters,Accepted,F11,American,3.71,780.0
Gatech,Computer Science Masters,Accepted,F11,International,3.5,520.0
Columbia FFSEAS,Computer Science Masters,Accepted,F11,International,3.3,490.0
Stony Brook University ( SUNY-SB),Computer Science Masters,Accepted,F11,International,3.8,800.0
"University Of Californa, Los Angeles (UCLA)","Computer Science (CS), MS Masters",Accepted,F11,International,3.5,800.0
Columbia FFSEAS,Computer Science Masters,Accepted,F11,International,3.75,800.0
"University Of Californa, Los Angeles (UCLA)",Computer Science Masters,Accepted,F11,International,3.91,700.0
University Of California - Los Angeles (UCLA),Computer Science Masters,Accepted,F11,International,3.98,740.0
University Of California - Los Angeles (UCLA),Computer Science Masters,Accepted,F11,International,3.5,790.0
McGill University,Computer Science Masters,Accepted,F11,International,3.52,800.0
SUNY Buffalo,Computer Science and Engineering Masters,Accepted,F11,International,3.4,760.0
The State University Of New York At Buffalo,Computer Science Masters,Accepted,F11,International,3.22,340.0
University Of Edinburgh,Computer Science Masters,Accepted,F11,International,3.98,740.0
Gatech,Computer Science Masters,Accepted,F11,International,3.6,780.0
Georgia Institute Of Technology,Computer Science Masters,Accepted,F11,International,3.44,800.0
Georgia Institute Of Technology,Computer Science Masters,Accepted,F11,International,3.87,800.0
"University Of North Carolina, Chapel Hill (UNC)",Computer Science Masters,Accepted,F11,International,3.8,790.0
"The State University Of New York, Stony Brook",Computer Science Masters,Accepted,F11,International,3.6,800.0
University of Texas at Austin,Computer Science & Engineering (CSE) Masters,Accepted,F11,International,3.6,800.0
SUNY Buffalo,Computer Science and Engineering Masters,Accepted,F11,International,3.7,800.0
North Carolina State University,Computer Science Masters,Accepted,F11,International,3.7,310.0
Northeastern University (NEU),Computer Science Masters,Accepted,F11,International,3.41,740.0
Stanford University,Computer Science Masters,Accepted,F11,International,3.61,800.0
Stanford University,Computer Scienced Computer Science Masters,Accepted,F11,International,3.87,800.0
Stanford University,Computer Science Masters,Accepted,F11,American,3.8,800.0
Stanford University,Computer Science Masters,Accepted,F11,American,3.99,790.0
Stanford University,Computer Science Masters,Accepted,F11,International,3.9,800.0
"University of California, Irvine",Computer Science Masters,Accepted,F11,International,3.34,800.0
Columbia FFSEAS,Computer Science Masters,Accepted,F11,International,3.84,800.0
North Carolina State University (NCSU),Computer Science Masters,Accepted,F11,International,3.0,790.0
"University Of California, San Diego (UCSD)",Computer Science Masters,Accepted,F11,International,3.65,800.0
University Of Alberta,Computer Science Masters,Accepted,F11,International,3.96,800.0
University Of Alberta,Computer Science Masters,Accepted,F11,International,3.52,790.0
Georgia Institute of Technology,Computer Science Masters,Accepted,F11,American,3.9,800.0
University of Texas at Austin,Computer Science Masters,Accepted,F11,International,3.82,800.0
University Of Southern California (USC),Computer Science (game Development) Masters,Accepted,F11,American,3.3,800.0
University of Colorado Boulder,Computer Science Masters,Accepted,F11,International,3.3,500.0
Dartmouth College,Computer Science Masters,Accepted,F11,International,3.8,800.0
University of Texas at Austin,Computer Science Masters,Accepted,F11,International,3.99,800.0
"University of California, Irvine",Computer Science Masters,Accepted,F11,International,3.59,790.0
"University Of Wisconsin, Madison",Computer Science Masters,Accepted,F11,International,3.7,790.0
University of Texas at Austin,Computer Science Masters,Accepted,F11,American,3.71,770.0
"University Of Wisconsin, Madison",Computer Science Masters,Accepted,F11,International,3.82,800.0
Brown University,Computer Science Masters,Accepted,F11,International,3.8,800.0
Brandeis University,Computer Science & IT Entrepreneurship Masters,Accepted,F11,International,3.0,780.0
Brandeis University,Computer Science Masters,Accepted,F11,International,3.7,800.0
College Of William & Mary,Computer Science Masters,Accepted,F11,American,3.68,680.0
Brown University,Computer Science Masters,Accepted,F11,American,3.71,770.0
University of California (UCSB),Computer Science Masters,Accepted,F11,International,3.59,790.0
"Texas Tech University (TTU), Lubbock, Texas",Computer Science (CS) Masters,Accepted,F11,International,3.2,760.0
University Of Maryland (College Park),Computer Science Masters,Accepted,F11,American,3.8,770.0
University Of Southern California (USC),Computer Science Masters,Accepted,F11,International,3.57,800.0
Ecole Polytechnique Federale De Lausanne (EPFL),Computer Science Masters,Accepted,F11,International,3.5,800.0
Ecole Polytechnique Federale De Lausanne (EPFL),Computer Science Masters,Accepted,F11,International,3.4,800.0
Illinois Institute Of Technology (IIT),Computer Science Masters,Accepted,F11,International,3.1,800.0
University of Chicago,Computer Science Masters,Accepted,F11,American,3.54,800.0
University of Massachusetts,Computer Science Masters,Accepted,F11,International,3.98,740.0
Yale University,Computer Science Masters,Accepted,F11,American,3.9,800.0
U Penn,Computer Science (AI / Artificial Life) Masters,Accepted,F11,International,3.81,800.0
Brown University,Computer Science Masters,Accepted,F11,American,3.54,800.0
University of California (UCSC),Computer Science Masters,Accepted,F11,International,3.93,780.0
Yale University,Computer Science Masters,Accepted,F11,International,4.0,800.0
University Of Alberta,Computer Science Masters,Accepted,F11,International,3.5,800.0
"University of California, Irvine",Computer Science Masters,Accepted,F11,International,3.2,750.0
"University Of California, San Diego (UCSD)",Computer Science And Engineering (CSE) Masters,Accepted,F11,American,3.8,770.0
Princeton University,Computer Science Masters,Accepted,F11,International,3.4,800.0
"University of California, Irvine",Computer Science Masters,Accepted,F11,International,3.2,800.0
"University of California, Irvine",Computer Science Masters,Accepted,F11,International,3.1,800.0
Northeastern University,Computer Science Masters,Accepted,F11,International,3.1,800.0
University of Illinois,Computer Science Masters,Accepted,F11,International,3.8,770.0
"University Of California, San Diego (UCSD)",Computer Science Masters,Accepted,F11,International,3.91,700.0
"University of California, Irvine",Computer Science Masters,Accepted,F11,International,3.86,800.0
"University Of Illinois, Urbana Champaign (UIUC)",Computer Science Masters,Accepted,F11,International,3.75,800.0
University Of South Carolina,Computer Science Masters,Accepted,F11,American,3.0,800.0
Carnegie Mellon University,Computer Science (LTI) Masters,Accepted,F11,International,3.73,770.0
Syracuse University,Computer Science Masters,Accepted,F11,International,3.19,350.0
"University of California, Irvine",Computer Science Masters,Accepted,F10,International,3.55,800.0
University of Houston,Computer Science Masters,Accepted,F10,International,3.42,800.0
Bangladesh University of Engineering and Technology (BUET),Computer Science Masters,Accepted,F10,International,3.42,800.0
New York University (NYU),Computer Science Masters,Accepted,F10,International,3.9,520.0
Georgia Institute of Technology,Computer Science Masters,Accepted,F10,International,3.85,790.0
University Of Southern California (USC),Computer Science Masters,Accepted,F10,International,3.5,800.0
University of California (UCSB),Computer Science Masters,Accepted,F10,International,3.3,680.0
University of California (UCSB),Computer Science Masters,Accepted,F10,International,3.3,680.0
"University Of California, Los Angeles (UCLA)",Computer Science Masters,Accepted,F10,American,4.0,610.0
"University Of Michigan, Ann Arbor",Computer Science and Engineering Masters,Accepted,F10,International,3.35,790.0
